person_age,person_income,person_emp_length,person_home_ownership,loan_grade,loan_intent,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,cb_person_default_on_file
27,106000,11,MORTGAGE,B,HOMEIMPROVEMENT,4000,11.71,0,0.04,6,N
35,106000,8,MORTGAGE,C,DEBTCONSOLIDATION,15000,15.96,0,0.14,8,N
33,106000,2,MORTGAGE,A,EDUCATION,6000,8.49,0,0.06,8,N
34,106000,6,MORTGAGE,A,HOMEIMPROVEMENT,7200,7.29,0,0.07,8,N
32,106000,12,MORTGAGE,A,HOMEIMPROVEMENT,12000,5.79,0,0.11,8,N
31,106000,15,MORTGAGE,B,HOMEIMPROVEMENT,2400,9.63,0,0.02,6,N
27,106000,5,MORTGAGE,C,HOMEIMPROVEMENT,24000,13.8,0,0.23,10,N
30,106000,11,MORTGAGE,F,VENTURE,10000,,0,0.09,9,N
28,28896,6,RENT,C,PERSONAL,15000,13.48,1,0.52,8,Y
31,106000,5,MORTGAGE,A,DEBTCONSOLIDATION,15000,7.88,0,0.14,7,N
31,30000,1,RENT,B,HOMEIMPROVEMENT,15000,10,1,0.5,6,N
32,106000,3,MORTGAGE,A,MEDICAL,10000,,0,0.09,7,N
34,106000,3,MORTGAGE,A,MEDICAL,9000,7.88,0,0.08,6,N
31,106000,3,MORTGAGE,B,MEDICAL,6000,10.99,0,0.06,7,N
27,106000,3,OWN,D,PERSONAL,16000,14.96,0,0.15,9,Y
28,31200,5,RENT,B,MEDICAL,15000,11.83,1,0.48,9,N
32,106300,13,MORTGAGE,A,PERSONAL,20000,,0,0.19,5,N
29,106300,9,MORTGAGE,A,PERSONAL,6000,,0,0.06,7,N
28,106358,5,MORTGAGE,A,EDUCATION,13125,7.66,0,0.12,7,N
31,30000,0,OWN,C,HOMEIMPROVEMENT,5000,12.53,0,0.17,6,Y
35,106369,2,MORTGAGE,A,MEDICAL,8325,6.99,0,0.08,10,N
29,106369,14,MORTGAGE,A,DEBTCONSOLIDATION,18000,6.17,0,0.17,9,N
35,106500,4,MORTGAGE,A,PERSONAL,14550,,0,0.14,10,N
35,106800,,MORTGAGE,A,DEBTCONSOLIDATION,8000,6.92,0,0.07,9,N
27,32000,0,RENT,B,DEBTCONSOLIDATION,15000,,1,0.47,7,N
30,32000,1,RENT,B,DEBTCONSOLIDATION,15000,12.42,1,0.47,5,N
27,107000,11,MORTGAGE,B,VENTURE,35000,9.63,0,0.33,7,N
29,107000,3,MORTGAGE,B,PERSONAL,25000,10.99,0,0.23,5,N
28,32568,3,RENT,D,EDUCATION,15000,,1,0.46,9,N
30,107000,2,MORTGAGE,A,PERSONAL,5000,,0,0.05,7,N
27,32960,3,RENT,A,PERSONAL,15000,6.91,1,0.46,5,N
27,107000,2,MORTGAGE,A,EDUCATION,10800,9.63,0,0.1,5,N
30,107000,0,MORTGAGE,C,DEBTCONSOLIDATION,2500,10.78,0,0.02,6,Y
27,107000,4,MORTGAGE,A,EDUCATION,11500,8.38,0,0.11,10,N
32,107004,6,MORTGAGE,B,VENTURE,4200,11.71,0,0.04,8,N
30,107004,3,MORTGAGE,C,VENTURE,12000,13.79,0,0.11,10,Y
29,33600,7,RENT,B,VENTURE,2000,11.71,0,0.06,9,N
29,107220,9,MORTGAGE,B,HOMEIMPROVEMENT,10000,,0,0.09,10,N
28,107364,12,MORTGAGE,A,HOMEIMPROVEMENT,8000,6.76,0,0.07,9,N
32,107400,2,OWN,D,MEDICAL,25000,15.21,0,0.23,10,N
32,107800,3,OWN,C,EDUCATION,5200,14.65,0,0.05,8,Y
29,34000,13,RENT,C,MEDICAL,2000,14.72,0,0.06,7,Y
31,96000,7,MORTGAGE,C,VENTURE,25000,,1,0.26,5,N
32,108000,5,MORTGAGE,B,VENTURE,12000,11.49,0,0.11,10,N
27,108000,11,MORTGAGE,B,EDUCATION,21600,,0,0.2,10,N
28,108000,6,MORTGAGE,B,EDUCATION,27400,10.99,0,0.25,7,N
29,35000,2,RENT,B,DEBTCONSOLIDATION,2000,9.63,0,0.06,8,N
30,108000,14,MORTGAGE,B,HOMEIMPROVEMENT,5000,10.99,0,0.05,5,N
33,108000,17,MORTGAGE,B,HOMEIMPROVEMENT,11500,9.99,0,0.11,7,N
27,96000,3,MORTGAGE,C,VENTURE,3000,14.17,1,0.03,9,Y
27,35040,11,RENT,B,MEDICAL,2000,10.99,0,0.06,10,N
28,108000,4,MORTGAGE,B,DEBTCONSOLIDATION,10000,10.74,0,0.09,6,N
27,108000,3,MORTGAGE,A,HOMEIMPROVEMENT,13750,5.79,0,0.13,5,N
34,108000,,MORTGAGE,A,PERSONAL,10000,6.91,0,0.09,6,N
27,108000,6,MORTGAGE,A,MEDICAL,10000,6.54,0,0.09,8,N
33,108000,17,MORTGAGE,C,PERSONAL,7200,14.35,0,0.07,6,Y
29,108000,13,MORTGAGE,A,DEBTCONSOLIDATION,3500,6.76,0,0.03,5,N
27,36000,2,RENT,B,MEDICAL,2000,11.99,0,0.06,8,N
28,108000,4,MORTGAGE,C,HOMEIMPROVEMENT,5000,12.87,0,0.05,9,Y
35,37000,2,RENT,B,DEBTCONSOLIDATION,2000,11.26,0,0.05,10,N
32,108000,11,MORTGAGE,C,VENTURE,20000,12.53,0,0.19,10,Y
29,108000,9,MORTGAGE,A,HOMEIMPROVEMENT,11400,9.32,0,0.11,5,N
29,38000,3,RENT,C,MEDICAL,2000,12.87,0,0.05,9,Y
33,96000,11,MORTGAGE,D,DEBTCONSOLIDATION,15000,14.62,1,0.16,10,Y
29,108000,0,MORTGAGE,C,HOMEIMPROVEMENT,20000,10.59,0,0.19,7,Y
28,108041,6,MORTGAGE,C,EDUCATION,5600,13.98,0,0.05,7,Y
32,108202,6,MORTGAGE,C,MEDICAL,9600,13.79,0,0.09,6,Y
35,108717,9,MORTGAGE,A,DEBTCONSOLIDATION,16000,6.99,0,0.15,5,N
27,108928,9,MORTGAGE,A,EDUCATION,17600,7.88,0,0.16,8,N
29,108996,12,MORTGAGE,E,VENTURE,22000,,0,0.2,5,Y
27,39000,4,RENT,D,EDUCATION,2000,16.07,0,0.05,7,N
27,109000,7,MORTGAGE,A,EDUCATION,3950,6.03,0,0.04,7,N
33,109000,,MORTGAGE,B,MEDICAL,15000,11.49,0,0.14,5,N
34,109000,14,OWN,C,HOMEIMPROVEMENT,15000,13.61,0,0.14,7,Y
33,109000,4,MORTGAGE,C,PERSONAL,18400,12.41,0,0.17,8,Y
29,82450,11,MORTGAGE,E,MEDICAL,7500,14.5,1,0.08,9,N
27,97000,4,MORTGAGE,C,PERSONAL,8275,10.59,1,0.09,5,Y
34,109200,18,MORTGAGE,C,VENTURE,6000,12.23,0,0.05,9,Y
28,109200,12,MORTGAGE,B,PERSONAL,8000,11.12,0,0.07,6,N
32,109488,16,MORTGAGE,C,HOMEIMPROVEMENT,12000,12.09,0,0.11,8,N
32,29000,0,OWN,A,PERSONAL,2000,8.49,0,0.07,8,N
34,109800,12,MORTGAGE,B,DEBTCONSOLIDATION,10000,10.99,0,0.09,8,N
27,39600,4,RENT,A,DEBTCONSOLIDATION,2000,7.9,0,0.05,6,N
27,110000,11,MORTGAGE,A,HOMEIMPROVEMENT,3600,6.03,0,0.03,5,N
28,33000,10,RENT,A,PERSONAL,15000,,1,0.45,6,N
29,110000,6,MORTGAGE,B,MEDICAL,5000,9.91,0,0.05,9,N
35,110000,7,MORTGAGE,B,DEBTCONSOLIDATION,9000,11.71,0,0.08,9,N
27,110000,0,MORTGAGE,A,EDUCATION,16000,7.9,0,0.15,7,N
27,33600,11,RENT,A,DEBTCONSOLIDATION,15000,5.79,1,0.45,8,N
28,110000,12,MORTGAGE,A,MEDICAL,6000,6.03,0,0.05,5,N
28,110000,0,MORTGAGE,B,HOMEIMPROVEMENT,6000,10.65,0,0.05,8,N
34,110000,9,OWN,B,HOMEIMPROVEMENT,20000,,0,0.18,9,N
27,40800,3,RENT,A,VENTURE,2000,7.49,0,0.05,9,N
27,41000,2,RENT,C,DEBTCONSOLIDATION,2000,15.27,0,0.05,7,Y
33,42000,0,RENT,C,DEBTCONSOLIDATION,2000,14.65,0,0.05,10,N
28,110000,12,MORTGAGE,A,VENTURE,17000,6.03,0,0.15,7,N
30,110000,14,MORTGAGE,B,VENTURE,10000,10.65,0,0.09,8,N
28,110000,12,MORTGAGE,B,PERSONAL,22400,,0,0.2,6,N
30,110000,12,MORTGAGE,B,MEDICAL,5000,,0,0.05,10,N
35,110000,7,MORTGAGE,A,EDUCATION,10200,5.42,0,0.09,6,N
28,42000,3,RENT,B,DEBTCONSOLIDATION,2000,11.49,0,0.05,5,N
32,110000,5,MORTGAGE,B,EDUCATION,10000,10.99,0,0.09,9,N
33,42000,8,RENT,D,MEDICAL,2000,,0,0.05,9,Y
30,98000,14,MORTGAGE,B,EDUCATION,9000,11.49,1,0.09,5,N
30,98000,6,MORTGAGE,B,HOMEIMPROVEMENT,35000,10.59,1,0.36,8,N
30,110000,8,MORTGAGE,A,MEDICAL,4800,5.99,0,0.04,5,N
30,98000,3,MORTGAGE,D,DEBTCONSOLIDATION,5200,16.49,1,0.05,6,N
31,110000,4,MORTGAGE,B,DEBTCONSOLIDATION,6000,11.99,0,0.05,7,N
29,98000,2,MORTGAGE,B,HOMEIMPROVEMENT,7925,10.59,1,0.08,9,N
27,110000,5,MORTGAGE,A,DEBTCONSOLIDATION,15000,,0,0.14,10,N
33,110000,10,MORTGAGE,A,MEDICAL,18000,6.99,0,0.16,9,N
30,44000,0,RENT,A,MEDICAL,2000,7.29,0,0.05,8,N
31,83300,9,MORTGAGE,D,MEDICAL,10000,,1,0.1,5,Y
30,110000,0,MORTGAGE,B,PERSONAL,12000,10.74,0,0.11,8,N
34,110000,2,MORTGAGE,A,MEDICAL,10000,7.29,0,0.09,10,N
27,110000,8,MORTGAGE,B,VENTURE,30000,11.11,0,0.27,6,N
32,110000,2,MORTGAGE,B,VENTURE,5600,10.74,0,0.05,7,N
27,28800,0,OWN,A,HOMEIMPROVEMENT,13000,6.92,0,0.45,10,N
32,110000,16,MORTGAGE,A,HOMEIMPROVEMENT,6700,6.92,0,0.06,7,N
30,110000,0,MORTGAGE,A,MEDICAL,6000,6.92,0,0.05,8,N
28,110000,1,OWN,E,HOMEIMPROVEMENT,5000,17.51,0,0.05,10,N
27,110000,0,MORTGAGE,B,MEDICAL,10000,10.37,0,0.09,9,N
28,110000,3,MORTGAGE,A,VENTURE,11000,5.79,0,0.1,7,N
28,110000,12,MORTGAGE,B,VENTURE,15000,10,0,0.14,10,N
29,110000,11,MORTGAGE,B,VENTURE,12000,10.37,0,0.11,10,N
30,110000,4,MORTGAGE,B,MEDICAL,12000,10.74,0,0.11,8,N
30,110000,14,MORTGAGE,B,DEBTCONSOLIDATION,25000,10.36,0,0.23,8,N
30,46080,0,RENT,A,PERSONAL,2000,6.99,0,0.04,8,N
28,110000,8,MORTGAGE,A,HOMEIMPROVEMENT,15000,6.54,0,0.14,6,N
33,46800,9,RENT,C,MEDICAL,2000,14.65,0,0.04,6,N
32,110000,3,MORTGAGE,A,MEDICAL,9200,5.79,0,0.08,10,N
27,110000,3,MORTGAGE,B,DEBTCONSOLIDATION,25000,,0,0.23,6,N
29,47340,5,RENT,B,DEBTCONSOLIDATION,2000,9.99,0,0.04,6,N
33,110000,2,MORTGAGE,A,MEDICAL,5000,7.51,0,0.05,7,N
27,110000,0,OWN,D,VENTURE,25000,16.32,0,0.23,7,Y
30,110000,5,MORTGAGE,B,VENTURE,25000,11.12,0,0.23,9,N
28,110000,12,MORTGAGE,B,HOMEIMPROVEMENT,3500,11.49,0,0.03,10,N
31,48000,11,RENT,B,MEDICAL,2000,10.65,0,0.04,6,N
32,42000,0,RENT,D,EDUCATION,2000,15.62,1,0.05,6,N
29,110000,1,MORTGAGE,E,EDUCATION,12800,16.82,0,0.12,6,N
28,110000,7,MORTGAGE,B,HOMEIMPROVEMENT,10750,11.86,0,0.1,9,N
30,110000,15,MORTGAGE,C,PERSONAL,12000,13.61,0,0.11,10,N
28,110000,12,MORTGAGE,A,DEBTCONSOLIDATION,4800,7.51,0,0.04,9,N
28,42000,4,RENT,D,DEBTCONSOLIDATION,2000,14.96,1,0.05,6,Y
28,48000,9,RENT,A,EDUCATION,2000,7.68,0,0.04,7,N
29,110000,0,MORTGAGE,A,EDUCATION,8500,7.51,0,0.08,10,N
35,110000,7,MORTGAGE,B,VENTURE,6000,,0,0.05,6,N
27,83300,3,MORTGAGE,D,MEDICAL,12000,15.21,1,0.12,6,N
27,48192,12,RENT,A,DEBTCONSOLIDATION,2000,7.66,0,0.04,9,N
27,50000,0,RENT,B,VENTURE,2000,10.99,0,0.04,5,N
30,50000,2,RENT,C,VENTURE,2000,14.79,0,0.04,10,N
27,44000,2,RENT,B,MEDICAL,2000,11.49,1,0.05,10,N
33,110000,7,MORTGAGE,B,MEDICAL,23800,10.25,0,0.22,5,N
34,50000,5,RENT,B,HOMEIMPROVEMENT,2000,11.48,0,0.04,5,N
32,110000,0,MORTGAGE,B,VENTURE,23000,11.48,0,0.21,9,N
35,110000,3,MORTGAGE,A,HOMEIMPROVEMENT,10000,8.59,0,0.09,6,N
31,110000,0,MORTGAGE,C,HOMEIMPROVEMENT,5000,14.26,0,0.05,10,N
30,110000,14,OWN,C,VENTURE,12000,13.57,0,0.11,7,Y
32,110000,16,OWN,B,EDUCATION,9000,11.48,0,0.08,10,N
31,34000,9,RENT,B,VENTURE,15000,9.88,1,0.44,6,N
27,110000,3,MORTGAGE,A,MEDICAL,4800,7.74,0,0.04,7,N
28,110000,1,MORTGAGE,A,EDUCATION,12000,8.94,0,0.11,10,N
29,35000,1,RENT,A,VENTURE,15000,7.9,1,0.43,10,N
31,110000,5,MORTGAGE,D,VENTURE,5000,14.96,0,0.05,9,Y
34,35000,2,RENT,B,PERSONAL,15000,10.99,1,0.43,10,N
29,110000,0,MORTGAGE,A,VENTURE,15000,8.94,0,0.14,7,N
31,35000,4,RENT,C,MEDICAL,15000,13.11,1,0.43,9,N
31,110000,2,MORTGAGE,A,MEDICAL,6000,7.4,0,0.05,6,N
29,35000,4,RENT,C,DEBTCONSOLIDATION,15000,13.22,1,0.43,5,N
28,110000,0,MORTGAGE,E,VENTURE,15000,16.32,0,0.14,5,Y
28,110000,12,MORTGAGE,A,PERSONAL,5000,9.63,0,0.05,9,N
29,83300,5,MORTGAGE,E,MEDICAL,5000,16.95,1,0.05,6,Y
32,98000,16,MORTGAGE,B,DEBTCONSOLIDATION,15000,10.95,1,0.15,5,N
35,110000,4,MORTGAGE,C,MEDICAL,4000,13.79,0,0.04,6,N
29,30000,1,RENT,E,DEBTCONSOLIDATION,15000,16.4,1,0.5,10,N
34,110000,15,MORTGAGE,B,EDUCATION,6000,9.45,0,0.05,6,N
31,110000,2,MORTGAGE,B,DEBTCONSOLIDATION,6000,9.51,0,0.05,9,N
27,110000,4,MORTGAGE,A,PERSONAL,2500,8.07,0,0.02,6,N
28,110004,2,MORTGAGE,B,HOMEIMPROVEMENT,15000,,0,0.14,6,N
29,110004,13,MORTGAGE,B,MEDICAL,12000,10.36,0,0.11,6,N
27,110004,5,MORTGAGE,C,PERSONAL,25000,12.73,0,0.23,6,Y
33,110004,15,MORTGAGE,B,MEDICAL,12000,,0,0.11,7,N
28,110244,3,MORTGAGE,D,HOMEIMPROVEMENT,18000,12.17,0,0.16,10,N
28,30144,,RENT,D,EDUCATION,15000,15.95,1,0.5,7,Y
33,36700,7,RENT,B,PERSONAL,15000,11.14,1,0.41,10,N
32,37000,1,RENT,B,MEDICAL,15000,9.62,1,0.41,10,N
32,110888,0,MORTGAGE,B,MEDICAL,10400,9.91,0,0.09,6,N
32,37000,0,RENT,B,VENTURE,15000,10.62,1,0.41,8,N
31,111000,3,MORTGAGE,A,HOMEIMPROVEMENT,5150,6.62,0,0.05,6,N
29,37200,1,RENT,A,MEDICAL,15000,6.03,1,0.4,10,N
27,37440,5,RENT,A,PERSONAL,15000,7.9,1,0.4,8,N
30,37600,2,RENT,C,MEDICAL,15000,13.06,1,0.4,7,Y
30,28000,14,OWN,B,MEDICAL,14400,12.18,0,0.51,5,N
29,111740,4,MORTGAGE,C,PERSONAL,5000,14.27,0,0.04,6,Y
29,38000,13,RENT,A,DEBTCONSOLIDATION,15000,6.91,1,0.39,8,N
34,111996,11,MORTGAGE,A,DEBTCONSOLIDATION,3000,7.74,0,0.03,10,N
27,38004,5,RENT,C,EDUCATION,15000,12.73,1,0.39,10,N
33,38016,10,RENT,A,EDUCATION,15000,6.17,1,0.39,9,N
27,112000,12,MORTGAGE,C,EDUCATION,15000,13.49,0,0.13,8,N
30,112000,6,OWN,A,VENTURE,12000,,0,0.11,10,N
30,112000,4,MORTGAGE,D,PERSONAL,8000,16.02,0,0.07,10,Y
32,112000,4,MORTGAGE,B,EDUCATION,14000,9.63,0,0.13,9,N
28,100000,4,MORTGAGE,D,VENTURE,25000,,1,0.25,6,N
27,112000,5,MORTGAGE,A,PERSONAL,8000,6.17,0,0.07,8,N
28,112000,9,MORTGAGE,B,HOMEIMPROVEMENT,15000,11.12,0,0.13,7,N
29,112000,3,MORTGAGE,D,PERSONAL,25000,14.61,0,0.22,5,N
27,112000,9,MORTGAGE,C,EDUCATION,13000,13.57,0,0.12,10,N
34,112123,2,MORTGAGE,A,EDUCATION,12800,8.94,0,0.11,6,N
27,40000,0,RENT,A,MEDICAL,15000,6.91,1,0.38,10,N
28,112200,10,MORTGAGE,A,VENTURE,6800,5.79,0,0.06,5,N
34,40000,2,RENT,A,PERSONAL,15000,,1,0.38,6,N
32,112445,4,MORTGAGE,A,DEBTCONSOLIDATION,6000,5.42,0,0.05,10,N
33,40000,15,RENT,B,PERSONAL,15000,9.88,1,0.38,5,N
27,112500,4,MORTGAGE,D,HOMEIMPROVEMENT,10400,15.62,0,0.09,6,Y
29,112500,11,MORTGAGE,C,EDUCATION,3000,13.35,0,0.03,10,N
27,34000,0,RENT,E,EDUCATION,15000,16.35,1,0.44,10,Y
27,112548,11,MORTGAGE,A,DEBTCONSOLIDATION,24000,,0,0.21,7,N
33,112732,5,OWN,B,PERSONAL,5000,12.69,0,0.04,5,N
27,112921,11,MORTGAGE,E,HOMEIMPROVEMENT,19000,16.35,0,0.17,10,N
29,112992,13,MORTGAGE,A,DEBTCONSOLIDATION,8000,7.49,0,0.07,8,N
32,40277,5,RENT,B,MEDICAL,15000,11.71,1,0.37,8,N
28,40500,9,RENT,A,DEBTCONSOLIDATION,15000,7.88,1,0.37,5,N
27,113000,5,MORTGAGE,A,DEBTCONSOLIDATION,6425,6.03,0,0.06,7,N
33,113000,15,MORTGAGE,C,MEDICAL,5000,13.49,0,0.04,9,Y
28,27600,2,OWN,A,HOMEIMPROVEMENT,6000,8.9,0,0.22,8,N
27,41000,6,RENT,A,EDUCATION,15000,8.49,1,0.37,8,N
27,41000,0,RENT,B,MEDICAL,15000,11.48,1,0.37,8,N
27,36000,11,RENT,D,HOMEIMPROVEMENT,15000,16.77,1,0.42,9,N
32,113000,0,MORTGAGE,E,HOMEIMPROVEMENT,15000,15.68,0,0.13,5,Y
32,113000,1,MORTGAGE,A,EDUCATION,5000,,0,0.04,6,N
27,113004,11,MORTGAGE,A,VENTURE,15000,8.94,0,0.13,8,N
28,113300,12,MORTGAGE,C,VENTURE,18000,12.99,0,0.16,6,N
29,42000,5,RENT,B,PERSONAL,15000,10.99,1,0.36,9,N
27,113400,6,OWN,B,VENTURE,2100,11.99,0,0.02,7,N
34,113500,4,OWN,A,HOMEIMPROVEMENT,3000,6.39,0,0.03,8,N
27,113800,3,MORTGAGE,A,MEDICAL,7500,8.63,0,0.07,10,N
33,114000,0,MORTGAGE,D,EDUCATION,16000,16.77,0,0.14,5,N
34,102000,0,MORTGAGE,C,HOMEIMPROVEMENT,7200,13.49,1,0.07,5,N
28,114000,12,MORTGAGE,E,VENTURE,8000,18.64,0,0.07,10,N
30,114000,14,MORTGAGE,A,MEDICAL,7200,6.03,0,0.06,8,N
28,114000,4,MORTGAGE,A,DEBTCONSOLIDATION,12000,,0,0.11,5,N
28,114000,13,MORTGAGE,A,HOMEIMPROVEMENT,26000,8.49,0,0.23,5,N
30,114000,13,MORTGAGE,A,DEBTCONSOLIDATION,9975,5.42,0,0.09,10,N
28,27504,4,OWN,B,PERSONAL,2000,11.12,0,0.07,8,N
35,114000,11,MORTGAGE,B,EDUCATION,7000,11.49,0,0.06,10,N
27,114000,7,MORTGAGE,C,EDUCATION,20000,13.06,0,0.18,8,Y
32,27500,1,OWN,D,VENTURE,5000,14.59,0,0.18,10,Y
29,114000,11,MORTGAGE,A,MEDICAL,14000,,0,0.12,6,N
32,86700,16,MORTGAGE,D,MEDICAL,20000,14.74,1,0.2,9,N
33,114000,2,MORTGAGE,C,DEBTCONSOLIDATION,21000,13.16,0,0.18,9,N
28,114400,0,MORTGAGE,A,PERSONAL,12000,7.29,0,0.1,6,N
33,114400,3,MORTGAGE,C,PERSONAL,20000,13.48,0,0.17,5,N
30,114400,14,MORTGAGE,A,VENTURE,8000,8.94,0,0.07,7,N
29,42500,9,RENT,A,VENTURE,15000,7.88,1,0.35,7,N
33,114996,0,MORTGAGE,B,PERSONAL,7450,11.71,0,0.06,5,N
31,114996,8,MORTGAGE,A,DEBTCONSOLIDATION,15000,6.92,0,0.13,8,N
32,103000,0,MORTGAGE,E,PERSONAL,33000,18.64,1,0.32,6,N
30,43000,3,RENT,A,VENTURE,15000,,1,0.35,8,N
33,115000,3,MORTGAGE,A,PERSONAL,14000,6.03,0,0.12,8,N
28,115000,12,MORTGAGE,A,EDUCATION,22000,7.51,0,0.19,7,N
27,115000,11,MORTGAGE,B,PERSONAL,14400,12.69,0,0.13,6,N
29,115000,4,MORTGAGE,B,VENTURE,22000,12.69,0,0.19,10,N
27,44000,2,RENT,B,MEDICAL,15000,,1,0.34,6,N
29,44000,0,RENT,B,PERSONAL,15000,11.86,1,0.34,9,N
31,115000,15,MORTGAGE,B,MEDICAL,10000,12.42,0,0.09,6,N
27,44000,2,RENT,B,MEDICAL,15000,11.48,1,0.34,5,N
28,44104,4,RENT,B,VENTURE,15000,,1,0.34,10,N
32,44400,5,RENT,D,VENTURE,15000,16.49,1,0.34,5,Y
28,115000,11,MORTGAGE,A,HOMEIMPROVEMENT,5000,7.51,0,0.04,8,N
32,44400,13,RENT,A,MEDICAL,15000,7.88,1,0.34,9,N
29,115000,13,MORTGAGE,A,DEBTCONSOLIDATION,5000,6.03,0,0.04,9,N
32,115000,0,MORTGAGE,A,HOMEIMPROVEMENT,7200,7.9,0,0.06,10,N
28,115000,3,MORTGAGE,A,MEDICAL,18500,,0,0.16,7,N
27,115000,2,MORTGAGE,A,MEDICAL,1000,5.99,0,0.01,8,N
33,115000,1,MORTGAGE,A,DEBTCONSOLIDATION,16800,5.42,0,0.15,6,N
28,115000,8,MORTGAGE,A,MEDICAL,28000,,0,0.24,5,N
28,115000,2,MORTGAGE,B,PERSONAL,18000,10.59,0,0.16,10,N
33,115000,6,MORTGAGE,C,MEDICAL,10500,13.49,0,0.09,9,N
27,115000,1,MORTGAGE,A,DEBTCONSOLIDATION,5000,8.49,0,0.04,6,N
28,115000,3,MORTGAGE,A,HOMEIMPROVEMENT,25000,7.49,0,0.22,6,N
29,115000,3,MORTGAGE,C,MEDICAL,22000,15.23,0,0.19,7,Y
29,115000,7,MORTGAGE,D,EDUCATION,8100,16.49,0,0.07,10,Y
27,115000,11,MORTGAGE,B,VENTURE,5000,,0,0.04,5,N
29,115000,12,OWN,D,EDUCATION,35000,15.28,0,0.3,5,Y
29,115000,10,MORTGAGE,C,VENTURE,5600,13.43,0,0.05,8,Y
28,115000,3,MORTGAGE,C,PERSONAL,4500,12.68,0,0.04,7,N
27,115000,0,MORTGAGE,A,EDUCATION,12000,7.29,0,0.1,6,N
28,103000,12,MORTGAGE,C,HOMEIMPROVEMENT,20000,14.17,1,0.19,9,Y
28,115000,12,MORTGAGE,B,DEBTCONSOLIDATION,18000,10.37,0,0.16,7,N
27,115000,3,MORTGAGE,A,HOMEIMPROVEMENT,24000,,0,0.21,7,N
35,45000,3,RENT,C,DEBTCONSOLIDATION,15000,,1,0.33,8,N
33,39000,4,RENT,E,DEBTCONSOLIDATION,15000,17.56,1,0.38,5,Y
34,115000,11,MORTGAGE,A,MEDICAL,6000,5.79,0,0.05,9,N
31,115000,4,MORTGAGE,C,VENTURE,6500,13.98,0,0.06,9,N
27,115000,11,MORTGAGE,A,MEDICAL,8000,7.51,0,0.07,7,N
33,115000,10,MORTGAGE,B,MEDICAL,25000,11.86,0,0.22,8,N
35,115000,4,MORTGAGE,C,HOMEIMPROVEMENT,7200,13.85,0,0.06,10,Y
29,115000,3,MORTGAGE,C,DEBTCONSOLIDATION,4000,13.48,0,0.03,10,N
28,115000,12,MORTGAGE,C,VENTURE,16000,13.85,0,0.14,8,Y
27,115000,3,MORTGAGE,A,EDUCATION,6300,6.76,0,0.05,10,N
27,27000,1,OWN,A,VENTURE,6000,8,0,0.22,6,N
33,115000,2,OWN,B,VENTURE,14400,11.14,0,0.13,5,N
27,115000,4,MORTGAGE,C,MEDICAL,9600,12.87,0,0.08,9,N
29,115000,11,MORTGAGE,C,EDUCATION,20000,13.79,0,0.17,6,Y
32,115000,3,MORTGAGE,E,EDUCATION,20000,16.95,0,0.17,7,Y
28,115000,6,MORTGAGE,A,HOMEIMPROVEMENT,10000,8,0,0.09,8,N
32,45400,4,RENT,B,PERSONAL,15000,12.18,1,0.33,6,N
32,115200,3,MORTGAGE,A,MEDICAL,10200,,0,0.09,9,N
34,45600,6,RENT,B,DEBTCONSOLIDATION,15000,11.48,1,0.33,9,N
29,115742,13,MORTGAGE,A,PERSONAL,7000,6.62,0,0.06,8,N
27,115752,6,MORTGAGE,B,DEBTCONSOLIDATION,10000,11.36,0,0.09,7,N
27,116000,11,MORTGAGE,A,DEBTCONSOLIDATION,18000,7.49,0,0.16,10,N
28,116000,7,OWN,C,VENTURE,12000,13.49,0,0.1,6,Y
27,116000,3,OWN,A,MEDICAL,6000,7.29,0,0.05,7,N
28,116000,12,MORTGAGE,A,VENTURE,14000,7.51,0,0.12,6,N
27,47000,,RENT,A,DEBTCONSOLIDATION,15000,8.49,1,0.32,10,N
32,116000,15,MORTGAGE,B,EDUCATION,21600,10.62,0,0.19,9,N
28,116000,10,MORTGAGE,B,MEDICAL,25000,12.18,0,0.22,10,N
27,29040,11,RENT,C,DEBTCONSOLIDATION,1800,13.23,1,0.06,5,Y
33,116000,5,MORTGAGE,C,EDUCATION,15000,12.84,0,0.13,7,N
33,116004,12,MORTGAGE,C,MEDICAL,8200,13.85,0,0.07,9,N
31,116004,13,MORTGAGE,A,MEDICAL,6775,8.59,0,0.06,10,N
29,33048,2,RENT,C,MEDICAL,1800,12.53,0,0.05,8,N
32,104400,17,MORTGAGE,A,DEBTCONSOLIDATION,24000,8.9,1,0.23,5,N
35,26400,19,OWN,A,VENTURE,6600,5.99,0,0.25,8,N
30,116500,9,MORTGAGE,C,DEBTCONSOLIDATION,15000,14.79,0,0.13,7,Y
29,35000,12,RENT,A,DEBTCONSOLIDATION,1800,5.42,0,0.05,7,N
29,117000,14,MORTGAGE,A,VENTURE,7800,8.9,0,0.07,8,N
33,117000,17,MORTGAGE,A,HOMEIMPROVEMENT,20000,6.17,0,0.17,6,N
31,117000,5,MORTGAGE,A,HOMEIMPROVEMENT,3600,6.91,0,0.03,5,N
33,117000,2,MORTGAGE,A,HOMEIMPROVEMENT,18000,,0,0.15,8,N
34,36129,3,RENT,C,DEBTCONSOLIDATION,1800,14.22,0,0.05,9,Y
30,117500,0,MORTGAGE,A,EDUCATION,13500,8.49,0,0.11,7,N
